,Over-Under Odds,Over-Under Scores,Home Team,Away Team,Home Odds,Away Odds,Date,Difference,Team,ABBREVIATION,ID,HomeScheduleID,TotalScore
0,1.91,214.0,BOSTON_CELTICS,TORONTO_RAPTORS,1.8,2.04,2020-09-05,-0.24,BOSTON_CELTICS,BOS,2020-09-05HBOS,2020-09-05HBOS,193.0
1,1.91,222.5,LA_CLIPPERS,DENVER_NUGGETS,1.23,4.57,2020-09-05,-3.34,LA_CLIPPERS,LAC,2020-09-05HLAC,2020-09-05HLAC,211.0
2,1.91,222.5,HOUSTON_ROCKETS,LA_LAKERS,2.56,1.53,2020-09-08,1.03,HOUSTON_ROCKETS,HOU,2020-09-08HHOU,2020-09-08HHOU,214.0
3,1.91,218.5,MILWAUKEE_BUCKS,MIAMI_HEAT,2.75,1.48,2020-09-08,1.27,MILWAUKEE_BUCKS,MIL,2020-09-08HMIL,2020-09-08HMIL,197.0
4,1.91,209.5,BOSTON_CELTICS,TORONTO_RAPTORS,1.65,2.28,2020-09-09,,BOSTON_CELTICS,BOS,2020-09-09HBOS,2020-09-09HBOS,247.0
5,1.91,221.5,DENVER_NUGGETS,LA_CLIPPERS,4.0,1.28,2020-09-09,,DENVER_NUGGETS,DEN,2020-09-09HDEN,2020-09-09HDEN,181.0
2097147,1.91,221.5,DENVER_NUGGETS,LA_CLIPPERS,4,1.28,2020-09-09,,DENVER_NUGGETS,DEN,2020-09-09HDEN,2020-09-09HDEN,181.0
2097157,1.91,218.0,HOUSTON_ROCKETS,LA_LAKERS,2.85,1.45,2020-09-10,,HOUSTON_ROCKETS,HOU,2020-09-10HHOU,2020-09-10HHOU,210.0
2097158,1.91,216.0,LA_CLIPPERS,DENVER_NUGGETS,1.27,3.98,2020-09-11,,LA_CLIPPERS,LAC,2020-09-11HLAC,2020-09-11HLAC,216.0
2097159,1.91,205.0,TORONTO_RAPTORS,BOSTON_CELTICS,2.05,1.8,2020-09-11,,TORONTO_RAPTORS,TOR,2020-09-11HTOR,2020-09-11HTOR,179.0
2097160,1.91,215.5,MIAMI_HEAT,BOSTON_CELTICS,2.3,1.67,2020-09-27,,MIAMI_HEAT,MIA,2020-09-27HMIA,2020-09-27HMIA,238.0
2097161,1.91,216.5,LA_LAKERS,MIAMI_HEAT,1.22,4.73,2020-10-02,,LA_LAKERS,LAL,2020-10-02HLAL,2020-10-02HLAL,238.0
2097162,1.91,218.5,MIAMI_HEAT,LA_LAKERS,4.12,1.2,2020-10-03,,MIAMI_HEAT,MIA,2020-10-03HMIA,,
2097163,1.91,220.0,MIAMI_HEAT,LA_LAKERS,4.38,1.24,2020-10-04,,MIAMI_HEAT,MIA,2020-10-04HMIA,2020-10-04HMIA,219.0
2097164,1.91,218.0,MIAMI_HEAT,LA_LAKERS,3.5,1.32,2020-10-06,,MIAMI_HEAT,MIA,2020-10-06HMIA,2020-10-06HMIA,198.0
2097165,1.91,216.0,LA_LAKERS,MIAMI_HEAT,1.32,3.45,2020-10-08,,LA_LAKERS,LAL,2020-10-08HLAL,,
2097166,1.91,216.0,LA_LAKERS,MIAMI_HEAT,1.32,3.45,2020-10-09,,LA_LAKERS,LAL,2020-10-09HLAL,2020-10-09HLAL,219.0
2097167,1.91,220.0,BROOKLYN_NETS,GOLDEN_STATE_WARRIORS,1.44,2.85,2020-12-09,,BROOKLYN_NETS,BKN,2020-12-09HBKN,,
2097168,1.91,220.0,BROOKLYN_NETS,GOLDEN_STATE_WARRIORS,1.71,2.2,2020-12-09,,BROOKLYN_NETS,BKN,2020-12-09HBKN,,
2097169,1.91,220.0,BROOKLYN_NETS,GOLDEN_STATE_WARRIORS,1.44,2.85,2020-12-10,,BROOKLYN_NETS,BKN,2020-12-10HBKN,,
2097170,1.91,220.0,LA_LAKERS,LA_CLIPPERS,1.76,2.09,2020-12-10,,LA_LAKERS,LAL,2020-12-10HLAL,,
2097171,1.91,220.0,BROOKLYN_NETS,GOLDEN_STATE_WARRIORS,1.44,2.85,2020-12-12,,BROOKLYN_NETS,BKN,2020-12-12HBKN,,
2097172,1.91,220.0,LA_LAKERS,LA_CLIPPERS,1.76,2.09,2020-12-12,,LA_LAKERS,LAL,2020-12-12HLAL,,
2097173,1.91,220.0,LA_LAKERS,LA_CLIPPERS,1.80,2.05,2020-12-22,,LA_LAKERS,LAL,2020-12-22HLAL,2020-12-22HLAL,225.0
2097174,1.91,220.0,BROOKLYN_NETS,GOLDEN_STATE_WARRIORS,Closed,Closed,2020-12-22,,BROOKLYN_NETS,BKN,2020-12-22HBKN,2020-12-22HBKN,224.0
2097175,1.91,220.0,MILWAUKEE_BUCKS,GOLDEN_STATE_WARRIORS,1.19,5.28,2020-12-25,,MILWAUKEE_BUCKS,MIL,2020-12-25HMIL,2020-12-25HMIL,237.0
2097176,1.91,220.0,BOSTON_CELTICS,BROOKLYN_NETS,2.40,1.61,2020-12-25,,BOSTON_CELTICS,BOS,2020-12-25HBOS,2020-12-25HBOS,218.0
2097177,1.91,238.5,MEMPHIS_GRIZZLIES,ATLANTA_HAWKS,1.71,2.18,2020-12-26,,MEMPHIS_GRIZZLIES,MEM,2020-12-26HMEM,2020-12-26HMEM,234.0
2097178,1.91,213.5,DETROIT_PISTONS,CLEVELAND_CAVALIERS,1.85,1.98,2020-12-26,,DETROIT_PISTONS,DET,2020-12-26HDET,2020-12-26HDET,247.0
2097179,1.91,238.5,MEMPHIS_GRIZZLIES,ATLANTA_HAWKS,1.71,2.18,2020-12-27,,MEMPHIS_GRIZZLIES,MEM,2020-12-27HMEM,,
2097180,1.91,213.5,DETROIT_PISTONS,CLEVELAND_CAVALIERS,1.85,1.98,2020-12-27,,DETROIT_PISTONS,DET,2020-12-27HDET,,
2097181,1.91,217.5,CHARLOTTE_HORNETS,OKLAHOMA_CITY,1.70,2.19,2020-12-27,,CHARLOTTE_HORNETS,CHA,2020-12-27HCHA,2020-12-27HCHA,210.0
2097182,1.91,231.5,WASHINGTON_WIZARDS,ORLANDO_MAGIC,1.74,2.12,2020-12-27,,WASHINGTON_WIZARDS,WAS,2020-12-27HWAS,2020-12-27HWAS,233.0
2097183,1.91,215.5,NEW_YORK_KNICKS,PHILADELPHIA_76ERS,3.90,1.28,2020-12-27,,NEW_YORK_KNICKS,NYK,2020-12-27HNYK,2020-12-27HNYK,240.0
2097184,1.91,223.5,CHICAGO_BULLS,INDIANA_PACERS,2.95,1.43,2020-12-27,,CHICAGO_BULLS,CHI,2020-12-27HCHI,2020-12-27HCHI,257.0
2097185,1.91,227.5,SAN_ANTONIO_SPURS,TORONTO_RAPTORS,2.13,1.74,2020-12-27,,SAN_ANTONIO_SPURS,SAS,2020-12-27HSAS,,
2097186,1.91,229.0,UTAH_JAZZ,MINNESOTA_TIMBERWOLVES,1.24,4.44,2020-12-27,,UTAH_JAZZ,UTA,2020-12-27HUTA,,
2097187,1.91,225.5,PORTLAND_TRAIL_BLAZERS,HOUSTON_ROCKETS,1.29,3.81,2020-12-27,,PORTLAND_TRAIL_BLAZERS,POR,2020-12-27HPOR,,
2097188,1.91,227.0,SACRAMENTO_KINGS,PHOENIX_SUNS,2.39,1.60,2020-12-27,,SACRAMENTO_KINGS,SAC,2020-12-27HSAC,2020-12-27HSAC,216.0
2097189,1.91,233.5,HOUSTON_ROCKETS,SACRAMENTO_KINGS,1.53,2.56,2021-01-02,,HOUSTON_ROCKETS,HOU,2021-01-02HHOU,2021-01-02HHOU,196.0
2097190,1.91,216.5,PHILADELPHIA_76ERS,CHARLOTTE_HORNETS,1.21,4.89,2021-01-02,,PHILADELPHIA_76ERS,PHI,2021-01-02HPHI,2021-01-02HPHI,239.0
2097191,1.91,215.5,INDIANA_PACERS,NEW_YORK_KNICKS,1.25,4.22,2021-01-02,,INDIANA_PACERS,IND,2021-01-02HIND,2021-01-02HIND,208.0
2097192,1.91,217.0,ORLANDO_MAGIC,OKLAHOMA_CITY,1.43,2.93,2021-01-02,,ORLANDO_MAGIC,ORL,2021-01-02HORL,2021-01-02HORL,207.0
2097193,1.91,229.5,ATLANTA_HAWKS,CLEVELAND_CAVALIERS,1.43,2.92,2021-01-02,,ATLANTA_HAWKS,ATL,2021-01-02HATL,2021-01-02HATL,187.0
2097194,1.91,215.5,NEW_ORLEANS_PELICANS,TORONTO_RAPTORS,2.05,1.80,2021-01-02,,NEW_ORLEANS_PELICANS,NOP,2021-01-02HNOP,2021-01-02HNOP,236.0
2097195,1.91,213.5,DETROIT_PISTONS,BOSTON_CELTICS,3.93,1.28,2021-01-03,,DETROIT_PISTONS,DET,2021-01-03HDET,2021-01-03HDET,242.0
2097196,1.91,221.0,MEMPHIS_GRIZZLIES,LA_LAKERS,4.70,1.22,2021-01-03,,MEMPHIS_GRIZZLIES,MEM,2021-01-03HMEM,2021-01-03HMEM,202.0
2097197,1.91,241.0,BROOKLYN_NETS,WASHINGTON_WIZARDS,1.33,3.52,2021-01-03,,BROOKLYN_NETS,BKN,2021-01-03HBKN,2021-01-03HBKN,245.0
2097198,1.91,226.0,MINNESOTA_TIMBERWOLVES,DENVER_NUGGETS,3.96,1.28,2021-01-03,,MINNESOTA_TIMBERWOLVES,MIN,2021-01-03HMIN,2021-01-03HMIN,233.0
2097199,1.91,220.0,SAN_ANTONIO_SPURS,UTAH_JAZZ,2.61,1.52,2021-01-03,,SAN_ANTONIO_SPURS,SAS,2021-01-03HSAS,2021-01-03HSAS,239.0
2097200,1.91,224.5,CHICAGO_BULLS,DALLAS_MAVERICKS,3.04,1.41,2021-01-03,,CHICAGO_BULLS,CHI,2021-01-03HCHI,2021-01-03HCHI,226.0
2097201,1.91,216.5,PHOENIX_SUNS,LA_CLIPPERS,2.42,1.58,2021-01-03,,PHOENIX_SUNS,PHX,2021-01-03HPHX,2021-01-03HPHX,219.0
2097202,1.91,235.0,GOLDEN_STATE_WARRIORS,PORTLAND_TRAIL_BLAZERS,2.75,1.48,2021-01-03,,GOLDEN_STATE_WARRIORS,GSW,2021-01-03HGSW,2021-01-03HGSW,259.0
2097203,1.91,221.5,PHILADELPHIA_76ERS,CHARLOTTE_HORNETS,1.27,3.90,2021-01-04,,PHILADELPHIA_76ERS,PHI,2021-01-04HPHI,2021-01-04HPHI,219.0
2097204,1.91,215.5,ORLANDO_MAGIC,CLEVELAND_CAVALIERS,1.44,2.89,2021-01-04,,ORLANDO_MAGIC,ORL,2021-01-04HORL,2021-01-04HORL,186.0
2097205,1.91,219.0,TORONTO_RAPTORS,BOSTON_CELTICS,1.53,2.57,2021-01-04,,TORONTO_RAPTORS,TOR,2021-01-04HTOR,2021-01-04HTOR,240.0
2097206,1.91,223.0,ATLANTA_HAWKS,NEW_YORK_KNICKS,1.32,3.50,2021-01-04,,ATLANTA_HAWKS,ATL,2021-01-04HATL,2021-01-04HATL,221.0
2097207,1.91,214.5,MIAMI_HEAT,OKLAHOMA_CITY,1.25,4.30,2021-01-04,,MIAMI_HEAT,MIA,2021-01-04HMIA,2021-01-04HMIA,208.0
2097208,1.91,230.0,HOUSTON_ROCKETS,DALLAS_MAVERICKS,1.59,2.41,2021-01-04,,HOUSTON_ROCKETS,HOU,2021-01-04HHOU,2021-01-04HHOU,213.0
2097209,1.91,224.0,MILWAUKEE_BUCKS,DETROIT_PISTONS,1.04,12.00,2021-01-04,,MILWAUKEE_BUCKS,MIL,2021-01-04HMIL,2021-01-04HMIL,240.0
2097210,1.91,217.0,NEW_ORLEANS_PELICANS,INDIANA_PACERS,1.79,2.06,2021-01-04,,NEW_ORLEANS_PELICANS,NOP,2021-01-04HNOP,2021-01-04HNOP,234.0
2097211,1.91,234.5,GOLDEN_STATE_WARRIORS,SACRAMENTO_KINGS,2.13,1.74,2021-01-04,,GOLDEN_STATE_WARRIORS,GSW,2021-01-04HGSW,2021-01-04HGSW,243.0
2097212,1.91,109.5,DETROIT_PISTONS,PHOENIX_SUNS,2.44,1.58,2021-01-08,,DETROIT_PISTONS,DET,2021-01-08HDET,2021-01-08HDET,215.0
2097213,1.91,221.5,LA_LAKERS,CHICAGO_BULLS,1.29,3.86,2021-01-08,,LA_LAKERS,LAL,2021-01-08HLAL,2021-01-08HLAL,232.0
2097214,1.91,229.5,GOLDEN_STATE_WARRIORS,LA_CLIPPERS,3.12,1.39,2021-01-08,,GOLDEN_STATE_WARRIORS,GSW,2021-01-08HGSW,2021-01-08HGSW,220.0
2097215,1.91,223.0,SACRAMENTO_KINGS,TORONTO_RAPTORS,2.05,1.80,2021-01-08,,SACRAMENTO_KINGS,SAC,2021-01-08HSAC,2021-01-08HSAC,267.0
2097216,1.91,227.0,CHARLOTTE_HORNETS,ATLANTA_HAWKS,2.53,1.54,2021-01-09,,CHARLOTTE_HORNETS,CHA,2021-01-09HCHA,2021-01-09HCHA,218.0
2097217,1.91,216.0,INDIANA_PACERS,PHOENIX_SUNS,1.65,2.29,2021-01-09,,INDIANA_PACERS,IND,2021-01-09HIND,2021-01-09HIND,242.0
2097218,1.91,216.5,DALLAS_MAVERICKS,ORLANDO_MAGIC,1.36,3.32,2021-01-09,,DALLAS_MAVERICKS,DAL,2021-01-09HDAL,2021-01-09HDAL,210.0
2097219,1.91,219.5,DETROIT_PISTONS,UTAH_JAZZ,3.80,1.29,2021-01-10,,DETROIT_PISTONS,DET,2021-01-10HDET,2021-01-10HDET,182.0
2097220,1.91,221.0,LA_CLIPPERS,CHICAGO_BULLS,1.15,6.38,2021-01-10,,LA_CLIPPERS,LAC,2021-01-10HLAC,2021-01-10HLAC,257.0
2097221,1.91,213.0,NEW_YORK_KNICKS,DENVER_NUGGETS,2.85,1.45,2021-01-10,,NEW_YORK_KNICKS,NYK,2021-01-10HNYK,2021-01-10HNYK,203.0
2097222,1.91,227.5,BROOKLYN_NETS,OKLAHOMA_CITY,1.26,4.10,2021-01-10,,BROOKLYN_NETS,BKN,2021-01-10HBKN,2021-01-10HBKN,245.0
2097223,1.91,223.0,HOUSTON_ROCKETS,LA_LAKERS,2.37,1.61,2021-01-10,,HOUSTON_ROCKETS,HOU,2021-01-10HHOU,2021-01-10HHOU,222.0
2097224,1.91,212.0,BOSTON_CELTICS,MIAMI_HEAT,3.71,1.30,2021-01-10,,BOSTON_CELTICS,BOS,2021-01-10HBOS,,
2097225,1.91,233.5,MINNESOTA_TIMBERWOLVES,SAN_ANTONIO_SPURS,2.23,1.68,2021-01-10,,MINNESOTA_TIMBERWOLVES,MIN,2021-01-10HMIN,2021-01-10HMIN,184.0
2097226,1.91,233.0,GOLDEN_STATE_WARRIORS,TORONTO_RAPTORS,2.25,1.67,2021-01-10,,GOLDEN_STATE_WARRIORS,GSW,2021-01-10HGSW,2021-01-10HGSW,211.0
2097227,1.91,207.0,CLEVELAND_CAVALIERS,MEMPHIS_GRIZZLIES,2.22,1.68,2021-01-11,,CLEVELAND_CAVALIERS,CLE,2021-01-11HCLE,2021-01-11HCLE,192.0
2097228,1.91,225.5,ORLANDO_MAGIC,MILWAUKEE_BUCKS,5.14,1.19,2021-01-11,,ORLANDO_MAGIC,ORL,2021-01-11HORL,2021-01-11HORL,220.0
2097229,1.91,213.0,CHARLOTTE_HORNETS,NEW_YORK_KNICKS,1.49,2.70,2021-01-11,,CHARLOTTE_HORNETS,CHA,2021-01-11HCHA,2021-01-11HCHA,197.0
2097230,1.91,232.0,WASHINGTON_WIZARDS,PHOENIX_SUNS,3.08,1.40,2021-01-11,,WASHINGTON_WIZARDS,WAS,2021-01-11HWAS,2021-01-11HWAS,235.0
2097231,1.91,220.5,ATLANTA_HAWKS,PHILADELPHIA_76ERS,1.44,2.88,2021-01-11,,ATLANTA_HAWKS,ATL,2021-01-11HATL,2021-01-11HATL,206.0
2097232,1.91,227.5,SACRAMENTO_KINGS,INDIANA_PACERS,2.80,1.46,2021-01-11,,SACRAMENTO_KINGS,SAC,2021-01-11HSAC,2021-01-11HSAC,249.0
2097233,1.91,230.5,PORTLAND_TRAIL_BLAZERS,TORONTO_RAPTORS,1.52,2.61,2021-01-11,,PORTLAND_TRAIL_BLAZERS,POR,2021-01-11HPOR,2021-01-11HPOR,223.0
2097234,1.91,216.5,OKLAHOMA_CITY,SAN_ANTONIO_SPURS,2.20,1.69,2021-01-12,,OKLAHOMA_CITY,OKC,2021-01-12HOKC,2021-01-12HOKC,214.0
2097235,1.91,228.0,GOLDEN_STATE_WARRIORS,INDIANA_PACERS,1.76,2.09,2021-01-12,,GOLDEN_STATE_WARRIORS,GSW,2021-01-12HGSW,2021-01-12HGSW,199.0
2097236,1.91,220.5,CHARLOTTE_HORNETS,DALLAS_MAVERICKS,2.48,1.56,2021-01-13,,CHARLOTTE_HORNETS,CHA,2021-01-13HCHA,2021-01-13HCHA,197.0
2097237,1.91,226.5,DETROIT_PISTONS,MILWAUKEE_BUCKS,5.43,1.18,2021-01-13,,DETROIT_PISTONS,DET,2021-01-13HDET,2021-01-13HDET,211.0
2097238,1.91,219.5,NEW_YORK_KNICKS,BROOKLYN_NETS,2.99,1.42,2021-01-13,,NEW_YORK_KNICKS,NYK,2021-01-13HNYK,2021-01-13HNYK,225.0
2097239,1.91,218.0,OKLAHOMA_CITY,LA_LAKERS,3.84,1.29,2021-01-13,,OKLAHOMA_CITY,OKC,2021-01-13HOKC,2021-01-13HOKC,227.0
2097240,1.91,223.0,MINNESOTA_TIMBERWOLVES,MEMPHIS_GRIZZLIES,1.68,2.22,2021-01-13,,MINNESOTA_TIMBERWOLVES,MIN,2021-01-13HMIN,2021-01-13HMIN,225.0
2097241,1.91,218.0,LA_CLIPPERS,NEW_ORLEANS_PELICANS,1.35,3.36,2021-01-13,,LA_CLIPPERS,LAC,2021-01-13HLAC,2021-01-13HLAC,217.0
2097242,1.91,236.5,SACRAMENTO_KINGS,PORTLAND_TRAIL_BLAZERS,2.42,1.58,2021-01-13,,SACRAMENTO_KINGS,SAC,2021-01-13HSAC,2021-01-13HSAC,258.0
2097243,1.91,222.5,PHILADELPHIA_76ERS,MIAMI_HEAT,1.19,5.23,2021-01-14,,PHILADELPHIA_76ERS,PHI,2021-01-14HPHI,2021-01-14HPHI,233.0
2097244,1.91,220.0,TORONTO_RAPTORS,CHARLOTTE_HORNETS,1.29,3.84,2021-01-14,,TORONTO_RAPTORS,TOR,2021-01-14HTOR,2021-01-14HTOR,219.0
2097245,1.91,218.0,SAN_ANTONIO_SPURS,HOUSTON_ROCKETS,1.36,3.32,2021-01-14,,SAN_ANTONIO_SPURS,SAS,2021-01-14HSAS,2021-01-14HSAS,214.0
2097246,1.91,225.0,DENVER_NUGGETS,GOLDEN_STATE_WARRIORS,1.50,2.66,2021-01-14,,DENVER_NUGGETS,DEN,2021-01-14HDEN,2021-01-14HDEN,218.0
2228130,1.91,225.0,DENVER_NUGGETS,GOLDEN_STATE_WARRIORS,1.5,2.66,2021-01-14,,DENVER_NUGGETS,DEN,2021-01-14HDEN,2021-01-14HDEN,218.0
5242974,1.91,229.0,PORTLAND_TRAIL_BLAZERS,INDIANA_PACERS,1.67,2.24,2021-01-14,,PORTLAND_TRAIL_BLAZERS,POR,2021-01-14HPOR,2021-01-14HPOR,198.0
5242975,1.91,228.0,MILWAUKEE_BUCKS,DALLAS_MAVERICKS,1.35,3.37,2021-01-15,,MILWAUKEE_BUCKS,MIL,2021-01-15HMIL,2021-01-15HMIL,221.0
5242976,1.91,196.5,CLEVELAND_CAVALIERS,NEW_YORK_KNICKS,2.15,1.72,2021-01-15,,CLEVELAND_CAVALIERS,CLE,2021-01-15HCLE,2021-01-15HCLE,209.0
5242977,1.91,213.5,BOSTON_CELTICS,ORLANDO_MAGIC,1.64,2.3,2021-01-15,,BOSTON_CELTICS,BOS,2021-01-15HBOS,2021-01-15HBOS,221.0
5242978,1.91,224.0,OKLAHOMA_CITY,CHICAGO_BULLS,1.88,1.94,2021-01-15,,OKLAHOMA_CITY,OKC,2021-01-15HOKC,2021-01-15HOKC,252.0
5242979,1.91,224.5,MINNESOTA_TIMBERWOLVES,MEMPHIS_GRIZZLIES,1.81,2.02,2021-01-15,,MINNESOTA_TIMBERWOLVES,MIN,2021-01-15HMIN,,
5242980,1.91,226.5,UTAH_JAZZ,ATLANTA_HAWKS,1.42,2.97,2021-01-15,,UTAH_JAZZ,UTA,2021-01-15HUTA,2021-01-15HUTA,208.0
5242981,1.91,227.5,SACRAMENTO_KINGS,LA_CLIPPERS,3.21,1.37,2021-01-15,,SACRAMENTO_KINGS,SAC,2021-01-15HSAC,2021-01-15HSAC,238.0
5242982,1.91,220.0,LA_LAKERS,NEW_ORLEANS_PELICANS,1.21,4.78,2021-01-15,,LA_LAKERS,LAL,2021-01-15HLAL,2021-01-15HLAL,207.0
5242983,1.91,217.5,SAN_ANTONIO_SPURS,HOUSTON_ROCKETS,1.34,3.56,2021-01-16,,SAN_ANTONIO_SPURS,SAS,2021-01-16HSAS,2021-01-16HSAS,194.0
5242984,1.91,225.5,BROOKLYN_NETS,ORLANDO_MAGIC,1.26,4.17,2021-01-16,,BROOKLYN_NETS,BKN,2021-01-16HBKN,2021-01-16HBKN,237.0
5242985,1.91,219.5,TORONTO_RAPTORS,CHARLOTTE_HORNETS,1.35,3.35,2021-01-16,,TORONTO_RAPTORS,TOR,2021-01-16HTOR,2021-01-16HTOR,229.0
5242986,1.91,217.5,MIAMI_HEAT,DETROIT_PISTONS,1.48,2.72,2021-01-16,,MIAMI_HEAT,MIA,2021-01-16HMIA,2021-01-16HMIA,220.0
5242987,1.91,221.0,MEMPHIS_GRIZZLIES,PHILADELPHIA_76ERS,1.98,1.85,2021-01-16,,MEMPHIS_GRIZZLIES,MEM,2021-01-16HMEM,2021-01-16HMEM,210.0
5242988,1.91,234.0,PORTLAND_TRAIL_BLAZERS,ATLANTA_HAWKS,1.48,2.75,2021-01-16,,PORTLAND_TRAIL_BLAZERS,POR,2021-01-16HPOR,2021-01-16HPOR,218.0
5242989,1.91,212.5,BOSTON_CELTICS,NEW_YORK_KNICKS,1.32,3.57,2021-01-17,,BOSTON_CELTICS,BOS,2021-01-17HBOS,2021-01-17HBOS,180.0
5242990,1.91,227.0,DALLAS_MAVERICKS,CHICAGO_BULLS,1.34,3.41,2021-01-17,,DALLAS_MAVERICKS,DAL,2021-01-17HDAL,2021-01-17HDAL,218.0
5242991,1.91,220.0,OKLAHOMA_CITY,PHILADELPHIA_76ERS,2.29,1.65,2021-01-17,,OKLAHOMA_CITY,OKC,2021-01-17HOKC,,
5242992,1.91,221.0,DENVER_NUGGETS,UTAH_JAZZ,1.83,2.0,2021-01-17,,DENVER_NUGGETS,DEN,2021-01-17HDEN,2021-01-17HDEN,214.0
6291568,1.91,229.0,SACRAMENTO_KINGS,NEW_ORLEANS_PELICANS,2.08,1.77,2021-01-17,,SACRAMENTO_KINGS,SAC,2021-01-17HSAC,2021-01-17HSAC,251.0
6291569,1.91,222.5,LA_CLIPPERS,INDIANA_PACERS,1.42,2.96,2021-01-17,,LA_CLIPPERS,LAC,2021-01-17HLAC,2021-01-17HLAC,225.0
6291570,1.91,205.0,NEW_YORK_KNICKS,ORLANDO_MAGIC,2.11,1.75,2021-01-18,,NEW_YORK_KNICKS,NYK,2021-01-18HNYK,2021-01-18HNYK,175.0
6291571,1.91,227.5,ATLANTA_HAWKS,MINNESOTA_TIMBERWOLVES,1.35,3.36,2021-01-18,,ATLANTA_HAWKS,ATL,2021-01-18HATL,2021-01-18HATL,205.0
