,Over-Under Odds,Over-Under Scores,Home Team,Away Team,Home Odds,Away Odds,Date,Difference,Team,ABBREVIATION,ID,HomeScheduleID,TotalScore
20971856,1.91,223.0,SAN_ANTONIO_SPURS,SACRAMENTO_KINGS,Closed,Closed,2021-11-10,,SAN_ANTONIO_SPURS,SAS,2021-11-10HSAS,2021-11-10HSAS,253.0
20971857,1.91,205.5,DENVER_NUGGETS,INDIANA_PACERS,2.29,1.65,2021-11-10,,DENVER_NUGGETS,DEN,2021-11-10HDEN,2021-11-10HDEN,199.0
21102255,1.91,205.5,DENVER_NUGGETS,INDIANA_PACERS,2.29,1.65,2021-11-10,,DENVER_NUGGETS,DEN,2021-11-10HDEN,2021-11-10HDEN,199.0
22020433,1.91,224.0,PHOENIX_SUNS,PORTLAND_TRAIL_BLAZERS,1.48,2.75,2021-11-10,,PHOENIX_SUNS,PHX,2021-11-10HPHX,2021-11-10HPHX,228.0
22020434,1.91,213.5,LA_LAKERS,MIAMI_HEAT,2.59,1.52,2021-11-10,,LA_LAKERS,LAL,2021-11-10HLAL,2021-11-10HLAL,237.0
22020435,1.91,224.0,GOLDEN_STATE_WARRIORS,MINNESOTA_TIMBERWOLVES,1.34,3.42,2021-11-10,,GOLDEN_STATE_WARRIORS,GSW,2021-11-10HGSW,2021-11-10HGSW,233.0
22020436,1.91,211.0,PHILADELPHIA_76ERS,TORONTO_RAPTORS,1.57,2.46,2021-11-11,,PHILADELPHIA_76ERS,PHI,2021-11-11HPHI,2021-11-11HPHI,224.0
22020437,1.91,216.0,UTAH_JAZZ,INDIANA_PACERS,1.19,5.11,2021-11-11,,UTAH_JAZZ,UTA,2021-11-11HUTA,2021-11-11HUTA,211.0
22020438,1.91,211.5,LA_CLIPPERS,MIAMI_HEAT,1.49,2.7,2021-11-11,,LA_CLIPPERS,LAC,2021-11-11HLAC,2021-11-11HLAC,221.0
22020439,1.91,212.0,UTAH_JAZZ,MIAMI_HEAT,1.28,3.93,2021-11-13,,UTAH_JAZZ,UTA,2021-11-13HUTA,2021-11-13HUTA,216.0
22020440,1.91,218.5,NEW_ORLEANS_PELICANS,MEMPHIS_GRIZZLIES,2.53,1.54,2021-11-13,,NEW_ORLEANS_PELICANS,NOP,2021-11-13HNOP,2021-11-13HNOP,213.0
22020441,1.91,214.0,INDIANA_PACERS,PHILADELPHIA_76ERS,1.6,2.39,2021-11-13,,INDIANA_PACERS,IND,2021-11-13HIND,2021-11-13HIND,231.0
22020442,1.91,203.5,ORLANDO_MAGIC,WASHINGTON_WIZARDS,2.35,1.63,2021-11-13,,ORLANDO_MAGIC,ORL,2021-11-13HORL,2021-11-13HORL,196.0
22020443,1.91,201.5,TORONTO_RAPTORS,DETROIT_PISTONS,1.24,4.43,2021-11-13,,TORONTO_RAPTORS,TOR,2021-11-13HTOR,2021-11-13HTOR,248.0
22020444,1.91,201.0,CLEVELAND_CAVALIERS,BOSTON_CELTICS,2.09,1.76,2021-11-13,,CLEVELAND_CAVALIERS,CLE,2021-11-13HCLE,2021-11-13HCLE,180.0
22020445,1.91,220.5,LA_CLIPPERS,MINNESOTA_TIMBERWOLVES,1.36,3.28,2021-11-13,,LA_CLIPPERS,LAC,2021-11-13HLAC,2021-11-13HLAC,231.0
22020446,1.91,219.5,LA_LAKERS,SAN_ANTONIO_SPURS,1.64,2.3,2021-11-14,,LA_LAKERS,LAL,2021-11-14HLAL,2021-11-14HLAL,220.0
22020447,1.91,221.5,ATLANTA_HAWKS,MILWAUKEE_BUCKS,1.81,2.03,2021-11-14,,ATLANTA_HAWKS,ATL,2021-11-14HATL,2021-11-14HATL,220.0
22020448,1.91,216.0,OKLAHOMA_CITY,BROOKLYN_NETS,4.1,1.25,2021-11-14,,OKLAHOMA_CITY,OKC,2021-11-14HOKC,2021-11-14HOKC,216.0
22020449,1.91,227.0,CHARLOTTE_HORNETS,GOLDEN_STATE_WARRIORS,2.75,1.47,2021-11-14,,CHARLOTTE_HORNETS,CHA,2021-11-14HCHA,2021-11-14HCHA,208.0
22020450,1.91,221.0,HOUSTON_ROCKETS,PHOENIX_SUNS,4.0,1.26,2021-11-14,,HOUSTON_ROCKETS,HOU,2021-11-14HHOU,2021-11-14HHOU,204.0
22020451,1.91,208.0,DENVER_NUGGETS,PORTLAND_TRAIL_BLAZERS,1.36,3.22,2021-11-14,,DENVER_NUGGETS,DEN,2021-11-14HDEN,2021-11-14HDEN,219.0
22150813,1.91,208.0,DENVER_NUGGETS,PORTLAND_TRAIL_BLAZERS,1.36,3.22,2021-11-14,,DENVER_NUGGETS,DEN,2021-11-14HDEN,2021-11-14HDEN,219.0
22151523,1.91,217.0,LA_CLIPPERS,CHICAGO_BULLS,1.54,2.54,2021-11-14,,LA_CLIPPERS,LAC,2021-11-14HLAC,2021-11-14HLAC,190.0
22151524,1.91,211.0,NEW_YORK_KNICKS,INDIANA_PACERS,1.64,2.30,2021-11-15,,NEW_YORK_KNICKS,NYK,2021-11-15HNYK,2021-11-15HNYK,176.0
22151525,1.91,215.0,ATLANTA_HAWKS,ORLANDO_MAGIC,1.20,5.01,2021-11-15,,ATLANTA_HAWKS,ATL,2021-11-15HATL,2021-11-15HATL,240.0
22151526,1.91,208.5,DALLAS_MAVERICKS,DENVER_NUGGETS,1.46,2.80,2021-11-15,,DALLAS_MAVERICKS,DAL,2021-11-15HDAL,2021-11-15HDAL,212.0
22151527,1.91,219.0,MEMPHIS_GRIZZLIES,HOUSTON_ROCKETS,1.16,5.85,2021-11-15,,MEMPHIS_GRIZZLIES,MEM,2021-11-15HMEM,2021-11-15HMEM,238.0
22151528,1.91,207.0,OKLAHOMA_CITY,MIAMI_HEAT,3.09,1.40,2021-11-15,,OKLAHOMA_CITY,OKC,2021-11-15HOKC,2021-11-15HOKC,193.0
22151529,1.91,222.0,MINNESOTA_TIMBERWOLVES,PHOENIX_SUNS,2.55,1.54,2021-11-15,,MINNESOTA_TIMBERWOLVES,MIN,2021-11-15HMIN,2021-11-15HMIN,195.0
22151530,1.91,212.0,PORTLAND_TRAIL_BLAZERS,TORONTO_RAPTORS,1.79,2.06,2021-11-15,,PORTLAND_TRAIL_BLAZERS,POR,2021-11-15HPOR,2021-11-15HPOR,231.0
22151531,1.91,215.0,LA_LAKERS,CHICAGO_BULLS,2.07,1.78,2021-11-15,,LA_LAKERS,LAL,2021-11-15HLAL,2021-11-15HLAL,224.0
22151532,1.91,222.0,BROOKLYN_NETS,GOLDEN_STATE_WARRIORS,1.64,2.30,2021-11-16,,BROOKLYN_NETS,BKN,2021-11-16HBKN,2021-11-16HBKN,216.0
22151533,1.91,216.0,UTAH_JAZZ,PHILADELPHIA_76ERS,1.23,4.59,2021-11-16,,UTAH_JAZZ,UTA,2021-11-16HUTA,2021-11-16HUTA,205.0
22151534,1.91,220.0,LA_CLIPPERS,SAN_ANTONIO_SPURS,1.34,3.41,2021-11-16,,LA_CLIPPERS,LAC,2021-11-16HLAC,2021-11-16HLAC,198.0
22151535,1.91,205.0,DETROIT_PISTONS,INDIANA_PACERS,3.19,1.38,2021-11-17,,DETROIT_PISTONS,DET,2021-11-17HDET,2021-11-17HDET,186.0
22151536,1.91,220.5,CHARLOTTE_HORNETS,WASHINGTON_WIZARDS,1.87,1.95,2021-11-17,,CHARLOTTE_HORNETS,CHA,2021-11-17HCHA,2021-11-17HCHA,184.0
22151537,1.91,216.0,ATLANTA_HAWKS,BOSTON_CELTICS,1.50,2.68,2021-11-17,,ATLANTA_HAWKS,ATL,2021-11-17HATL,2021-11-17HATL,209.0
22151538,1.91,206.5,BROOKLYN_NETS,CLEVELAND_CAVALIERS,1.21,4.79,2021-11-17,,BROOKLYN_NETS,BKN,2021-11-17HBKN,2021-11-17HBKN,208.0
22151539,1.91,221.5,MILWAUKEE_BUCKS,LA_LAKERS,1.26,4.17,2021-11-17,,MILWAUKEE_BUCKS,MIL,2021-11-17HMIL,2021-11-17HMIL,211.0
22151540,1.91,213.0,MIAMI_HEAT,NEW_ORLEANS_PELICANS,1.31,3.69,2021-11-17,,MIAMI_HEAT,MIA,2021-11-17HMIA,2021-11-17HMIA,211.0
22151541,1.91,208.5,NEW_YORK_KNICKS,ORLANDO_MAGIC,1.14,6.25,2021-11-17,,NEW_YORK_KNICKS,NYK,2021-11-17HNYK,2021-11-17HNYK,202.0
22151542,1.91,213.5,OKLAHOMA_CITY,HOUSTON_ROCKETS,1.67,2.24,2021-11-17,,OKLAHOMA_CITY,OKC,2021-11-17HOKC,2021-11-17HOKC,190.0
22151543,1.91,227.0,MINNESOTA_TIMBERWOLVES,SACRAMENTO_KINGS,1.69,2.20,2021-11-17,,MINNESOTA_TIMBERWOLVES,MIN,2021-11-17HMIN,2021-11-17HMIN,204.0
22151544,1.91,219.5,PORTLAND_TRAIL_BLAZERS,CHICAGO_BULLS,1.80,2.02,2021-11-17,,PORTLAND_TRAIL_BLAZERS,POR,2021-11-17HPOR,2021-11-17HPOR,219.0
22151545,1.91,212.5,PHOENIX_SUNS,DALLAS_MAVERICKS,1.27,4.00,2021-11-17,,PHOENIX_SUNS,PHX,2021-11-17HPHX,2021-11-17HPHX,203.0
22151546,1.91,208.5,CLEVELAND_CAVALIERS,GOLDEN_STATE_WARRIORS,4.20,1.24,2021-11-18,,CLEVELAND_CAVALIERS,CLE,2021-11-18HCLE,2021-11-18HCLE,193.0
22151547,1.91,206.0,MIAMI_HEAT,WASHINGTON_WIZARDS,1.35,3.33,2021-11-18,,MIAMI_HEAT,MIA,2021-11-18HMIA,2021-11-18HMIA,209.0
22151548,1.91,221.0,MEMPHIS_GRIZZLIES,LA_CLIPPERS,Closed,Closed,2021-11-18,,MEMPHIS_GRIZZLIES,MEM,2021-11-18HMEM,2021-11-18HMEM,228.0
22151549,1.91,218.5,MINNESOTA_TIMBERWOLVES,SAN_ANTONIO_SPURS,1.74,2.13,2021-11-18,,MINNESOTA_TIMBERWOLVES,MIN,2021-11-18HMIN,2021-11-18HMIN,205.0
22151550,1.91,209.5,DENVER_NUGGETS,PHILADELPHIA_76ERS,1.32,3.55,2021-11-18,,DENVER_NUGGETS,DEN,2021-11-18HDEN,2021-11-18HDEN,192.0
22155646,1.91,214.5,UTAH_JAZZ,TORONTO_RAPTORS,1.21,4.88,2021-11-18,,UTAH_JAZZ,UTA,2021-11-18HUTA,2021-11-18HUTA,222.0
22155647,1.91,200.5,DETROIT_PISTONS,GOLDEN_STATE_WARRIORS,2.04,1.80,2021-11-19,,DETROIT_PISTONS,DET,2021-11-19HDET,2021-11-19HDET,207.0
22155648,1.91,216.0,CHARLOTTE_HORNETS,INDIANA_PACERS,1.85,1.97,2021-11-19,,CHARLOTTE_HORNETS,CHA,2021-11-19HCHA,2021-11-19HCHA,239.0
22155649,1.91,213.5,BOSTON_CELTICS,LA_LAKERS,1.71,2.18,2021-11-19,,BOSTON_CELTICS,BOS,2021-11-19HBOS,2021-11-19HBOS,238.0
22155650,1.91,210.5,BROOKLYN_NETS,ORLANDO_MAGIC,1.17,5.50,2021-11-19,,BROOKLYN_NETS,BKN,2021-11-19HBKN,2021-11-19HBKN,228.0
22155651,1.91,215.0,NEW_ORLEANS_PELICANS,LA_CLIPPERS,2.52,1.55,2021-11-19,,NEW_ORLEANS_PELICANS,NOP,2021-11-19HNOP,2021-11-19HNOP,175.0
22155652,1.91,216.0,MILWAUKEE_BUCKS,OKLAHOMA_CITY,1.13,6.92,2021-11-19,,MILWAUKEE_BUCKS,MIL,2021-11-19HMIL,2021-11-19HMIL,185.0
22155653,1.91,208.5,DENVER_NUGGETS,CHICAGO_BULLS,1.80,2.04,2021-11-19,,DENVER_NUGGETS,DEN,2021-11-19HDEN,2021-11-19HDEN,222.0
22156677,1.91,211.5,PHOENIX_SUNS,DALLAS_MAVERICKS,1.29,3.83,2021-11-19,,PHOENIX_SUNS,PHX,2021-11-19HPHX,2021-11-19HPHX,216.0
22156678,1.91,220.5,SACRAMENTO_KINGS,TORONTO_RAPTORS,1.60,2.39,2021-11-19,,SACRAMENTO_KINGS,SAC,2021-11-19HSAC,2021-11-19HSAC,197.0
22156679,1.91,213.5,NEW_YORK_KNICKS,HOUSTON_ROCKETS,1.16,5.88,2021-11-20,,NEW_YORK_KNICKS,NYK,2021-11-20HNYK,2021-11-20HNYK,205.0
22156680,1.91,209.5,WASHINGTON_WIZARDS,MIAMI_HEAT,2.01,1.82,2021-11-20,,WASHINGTON_WIZARDS,WAS,2021-11-20HWAS,2021-11-20HWAS,203.0
22156681,1.91,210.5,INDIANA_PACERS,NEW_ORLEANS_PELICANS,1.36,3.32,2021-11-20,,INDIANA_PACERS,IND,2021-11-20HIND,2021-11-20HIND,205.0
22156682,1.91,226.0,ATLANTA_HAWKS,CHARLOTTE_HORNETS,1.38,3.16,2021-11-20,,ATLANTA_HAWKS,ATL,2021-11-20HATL,2021-11-20HATL,220.0
22156683,1.91,207.5,BOSTON_CELTICS,OKLAHOMA_CITY,1.22,4.68,2021-11-20,,BOSTON_CELTICS,BOS,2021-11-20HBOS,2021-11-20HBOS,216.0
22156684,1.91,219.0,MINNESOTA_TIMBERWOLVES,MEMPHIS_GRIZZLIES,1.68,2.21,2021-11-20,,MINNESOTA_TIMBERWOLVES,MIN,2021-11-20HMIN,2021-11-20HMIN,233.0
22156685,1.91,215.5,MILWAUKEE_BUCKS,ORLANDO_MAGIC,1.18,5.41,2021-11-20,,MILWAUKEE_BUCKS,MIL,2021-11-20HMIL,2021-11-20HMIL,225.0
22156686,1.91,217.5,PORTLAND_TRAIL_BLAZERS,PHILADELPHIA_76ERS,1.40,3.06,2021-11-20,,PORTLAND_TRAIL_BLAZERS,POR,2021-11-20HPOR,2021-11-20HPOR,229.0
22156687,1.91,220.5,SACRAMENTO_KINGS,UTAH_JAZZ,3.53,1.33,2021-11-20,,SACRAMENTO_KINGS,SAC,2021-11-20HSAC,2021-11-20HSAC,228.0
22156688,1.91,211.5,LA_CLIPPERS,DALLAS_MAVERICKS,1.61,2.36,2021-11-21,,LA_CLIPPERS,LAC,2021-11-21HLAC,2021-11-21HLAC,188.0
22156689,1.91,211.0,DETROIT_PISTONS,LA_LAKERS,Closed,Closed,2021-11-21,,DETROIT_PISTONS,DET,2021-11-21HDET,2021-11-21HDET,237.0
22156690,1.91,209.0,PHOENIX_SUNS,DENVER_NUGGETS,1.29,3.82,2021-11-21,,PHOENIX_SUNS,PHX,2021-11-21HPHX,2021-11-21HPHX,223.0
22156691,1.91,211.0,CHICAGO_BULLS,NEW_YORK_KNICKS,1.45,2.84,2021-11-21,,CHICAGO_BULLS,CHI,2021-11-21HCHI,2021-11-21HCHI,212.0
22156692,1.91,217.5,GOLDEN_STATE_WARRIORS,TORONTO_RAPTORS,1.21,4.86,2021-11-21,,GOLDEN_STATE_WARRIORS,GSW,2021-11-21HGSW,2021-11-21HGSW,223.0
22156693,1.91,208.0,DETROIT_PISTONS,MIAMI_HEAT,4.38,1.24,2021-11-23,,DETROIT_PISTONS,DET,2021-11-23HDET,2021-11-23HDET,192.0
22156694,1.91,214.0,NEW_YORK_KNICKS,LA_LAKERS,1.39,3.13,2021-11-23,,NEW_YORK_KNICKS,NYK,2021-11-23HNYK,2021-11-23HNYK,206.0
22156695,1.91,214.5,PORTLAND_TRAIL_BLAZERS,DENVER_NUGGETS,1.38,3.20,2021-11-23,,PORTLAND_TRAIL_BLAZERS,POR,2021-11-23HPOR,2021-11-23HPOR,219.0
22156696,1.91,210.0,LA_CLIPPERS,DALLAS_MAVERICKS,1.57,2.46,2021-11-23,,LA_CLIPPERS,LAC,2021-11-23HLAC,2021-11-23HLAC,216.0
22156697,1.91,217.5,BOSTON_CELTICS,BROOKLYN_NETS,1.87,1.95,2021-11-24,,BOSTON_CELTICS,BOS,2021-11-24HBOS,2021-11-24HBOS,227.0
22156698,1.91,217.5,HOUSTON_ROCKETS,CHICAGO_BULLS,4.86,1.20,2021-11-24,,HOUSTON_ROCKETS,HOU,2021-11-24HHOU,2021-11-24HHOU,231.0
22156699,1.91,213.0,MILWAUKEE_BUCKS,DETROIT_PISTONS,1.07,9.50,2021-11-24,,MILWAUKEE_BUCKS,MIL,2021-11-24HMIL,2021-11-24HMIL,207.0
22156700,1.91,213.0,MINNESOTA_TIMBERWOLVES,MIAMI_HEAT,Closed,Closed,2021-11-24,,MINNESOTA_TIMBERWOLVES,MIN,2021-11-24HMIN,2021-11-24HMIN,214.0
22156701,1.91,218.0,MEMPHIS_GRIZZLIES,TORONTO_RAPTORS,1.59,2.41,2021-11-24,,MEMPHIS_GRIZZLIES,MEM,2021-11-24HMEM,2021-11-24HMEM,239.0
22156702,1.91,208.0,OKLAHOMA_CITY,UTAH_JAZZ,8.30,1.10,2021-11-24,,OKLAHOMA_CITY,OKC,2021-11-24HOKC,2021-11-24HOKC,214.0
22156703,1.91,210.5,NEW_ORLEANS_PELICANS,WASHINGTON_WIZARDS,2.55,1.54,2021-11-24,,NEW_ORLEANS_PELICANS,NOP,2021-11-24HNOP,2021-11-24HNOP,229.0
22156704,1.91,223.5,SAN_ANTONIO_SPURS,ATLANTA_HAWKS,2.43,1.58,2021-11-24,,SAN_ANTONIO_SPURS,SAS,2021-11-24HSAS,2021-11-24HSAS,230.0
22156705,1.91,216.5,GOLDEN_STATE_WARRIORS,PHILADELPHIA_76ERS,1.20,5.01,2021-11-24,,GOLDEN_STATE_WARRIORS,GSW,2021-11-24HGSW,2021-11-24HGSW,212.0
22156706,1.91,225.0,SACRAMENTO_KINGS,PORTLAND_TRAIL_BLAZERS,2.09,1.76,2021-11-24,,SACRAMENTO_KINGS,SAC,2021-11-24HSAC,2021-11-24HSAC,246.0
22156707,1.91,215.5,LA_CLIPPERS,GOLDEN_STATE_WARRIORS,2.21,1.69,2021-11-28,,LA_CLIPPERS,LAC,2021-11-28HLAC,2021-11-28HLAC,195.0
22156708,1.91,216.5,INDIANA_PACERS,MILWAUKEE_BUCKS,2.13,1.74,2021-11-28,,INDIANA_PACERS,IND,2021-11-28HIND,2021-11-28HIND,218.0
22156709,1.91,209.0,TORONTO_RAPTORS,BOSTON_CELTICS,1.83,2.00,2021-11-28,,TORONTO_RAPTORS,TOR,2021-11-28HTOR,2021-11-28HTOR,206.0
22156710,1.91,222.5,MEMPHIS_GRIZZLIES,SACRAMENTO_KINGS,1.65,2.27,2021-11-28,,MEMPHIS_GRIZZLIES,MEM,2021-11-28HMEM,2021-11-28HMEM,229.0
22156711,1.91,215.0,LA_LAKERS,DETROIT_PISTONS,1.20,5.01,2021-11-28,,LA_LAKERS,LAL,2021-11-28HLAL,2021-11-28HLAL,216.0
22156712,1.91,206.0,MIAMI_HEAT,DENVER_NUGGETS,1.65,2.29,2021-11-29,,MIAMI_HEAT,MIA,2021-11-29HMIA,2021-11-29HMIA,231.0
22156713,1.91,223.0,CHICAGO_BULLS,CHARLOTTE_HORNETS,1.55,2.52,2021-11-29,,CHICAGO_BULLS,CHI,2021-11-29HCHI,2021-11-29HCHI,252.0
22156714,1.91,219.5,MINNESOTA_TIMBERWOLVES,INDIANA_PACERS,1.60,2.39,2021-11-29,,MINNESOTA_TIMBERWOLVES,MIN,2021-11-29HMIN,2021-11-29HMIN,198.0
22156715,1.91,217.0,HOUSTON_ROCKETS,OKLAHOMA_CITY,1.76,2.13,2021-11-29,,HOUSTON_ROCKETS,HOU,2021-11-29HHOU,2021-11-29HHOU,191.0
22156716,1.91,210.5,DALLAS_MAVERICKS,CLEVELAND_CAVALIERS,1.38,3.19,2021-11-29,,DALLAS_MAVERICKS,DAL,2021-11-29HDAL,2021-11-29HDAL,210.0
22156717,1.91,214.5,SAN_ANTONIO_SPURS,WASHINGTON_WIZARDS,2.31,1.64,2021-11-29,,SAN_ANTONIO_SPURS,SAS,2021-11-29HSAS,2021-11-29HSAS,215.0
22156718,1.91,223.0,UTAH_JAZZ,PORTLAND_TRAIL_BLAZERS,1.35,3.37,2021-11-29,,UTAH_JAZZ,UTA,2021-11-29HUTA,2021-11-29HUTA,236.0
22156719,1.91,211.0,LA_CLIPPERS,NEW_ORLEANS_PELICANS,1.35,3.36,2021-11-29,,LA_CLIPPERS,LAC,2021-11-29HLAC,2021-11-29HLAC,227.0
22156720,1.91,216.5,TORONTO_RAPTORS,MEMPHIS_GRIZZLIES,1.60,2.39,2021-11-30,,TORONTO_RAPTORS,TOR,2021-11-30HTOR,2021-11-30HTOR,189.0
22156721,1.91,216.5,BROOKLYN_NETS,NEW_YORK_KNICKS,1.35,3.35,2021-11-30,,BROOKLYN_NETS,BKN,2021-11-30HBKN,2021-11-30HBKN,222.0
22156722,1.91,215.0,PORTLAND_TRAIL_BLAZERS,DETROIT_PISTONS,1.24,4.41,2021-11-30,,PORTLAND_TRAIL_BLAZERS,POR,2021-11-30HPOR,2021-11-30HPOR,202.0
22156723,1.91,221.5,PHOENIX_SUNS,GOLDEN_STATE_WARRIORS,1.70,2.18,2021-11-30,,PHOENIX_SUNS,PHX,2021-11-30HPHX,2021-11-30HPHX,200.0
22156724,1.91,227.0,SACRAMENTO_KINGS,LA_LAKERS,2.51,1.55,2021-11-30,,SACRAMENTO_KINGS,SAC,2021-11-30HSAC,2021-11-30HSAC,209.0
22156725,1.91,210.0,NEW_YORK_KNICKS,CHICAGO_BULLS,2.09,1.76,2021-12-02,,NEW_YORK_KNICKS,NYK,2021-12-02HNYK,2021-12-02HNYK,234.0
22156726,1.91,216.0,TORONTO_RAPTORS,MILWAUKEE_BUCKS,2.67,1.50,2021-12-02,,TORONTO_RAPTORS,TOR,2021-12-02HTOR,2021-12-02HTOR,190.0
22156727,1.91,212.5,MEMPHIS_GRIZZLIES,OKLAHOMA_CITY,1.25,4.29,2021-12-02,,MEMPHIS_GRIZZLIES,MEM,2021-12-02HMEM,2021-12-02HMEM,231.0
22156728,1.91,207.5,PHOENIX_SUNS,DETROIT_PISTONS,1.15,6.07,2021-12-02,,PHOENIX_SUNS,PHX,2021-12-02HPHX,2021-12-02HPHX,217.0
22156729,1.91,216.0,PORTLAND_TRAIL_BLAZERS,SAN_ANTONIO_SPURS,1.52,2.61,2021-12-02,,PORTLAND_TRAIL_BLAZERS,POR,2021-12-02HPOR,2021-12-02HPOR,197.0
22156730,1.91,208.5,WASHINGTON_WIZARDS,CLEVELAND_CAVALIERS,1.64,2.30,2021-12-03,,WASHINGTON_WIZARDS,WAS,2021-12-03HWAS,,
22156731,1.91,206.5,INDIANA_PACERS,MIAMI_HEAT,1.46,2.82,2021-12-03,,INDIANA_PACERS,IND,2021-12-03HIND,,
22156732,1.91,222.5,BROOKLYN_NETS,MINNESOTA_TIMBERWOLVES,1.33,3.52,2021-12-03,,BROOKLYN_NETS,BKN,2021-12-03HBKN,,
22156733,1.91,216.0,ATLANTA_HAWKS,PHILADELPHIA_76ERS,1.79,2.06,2021-12-03,,ATLANTA_HAWKS,ATL,2021-12-03HATL,,
22156734,1.91,217.0,HOUSTON_ROCKETS,ORLANDO_MAGIC,1.68,2.22,2021-12-03,,HOUSTON_ROCKETS,HOU,2021-12-03HHOU,,
22156735,1.91,216.0,DALLAS_MAVERICKS,NEW_ORLEANS_PELICANS,1.37,3.22,2021-12-03,,DALLAS_MAVERICKS,DAL,2021-12-03HDAL,,
22156736,1.91,210.0,UTAH_JAZZ,BOSTON_CELTICS,1.29,3.80,2021-12-03,,UTAH_JAZZ,UTA,2021-12-03HUTA,,
22156737,1.91,218.5,LA_LAKERS,LA_CLIPPERS,1.73,2.14,2021-12-03,,LA_LAKERS,LAL,2021-12-03HLAL,,
22156738,1.91,216.0,GOLDEN_STATE_WARRIORS,PHOENIX_SUNS,1.35,3.35,2021-12-03,,GOLDEN_STATE_WARRIORS,GSW,2021-12-03HGSW,,
